dates,Observation,beachEColiValue,jday,beachSc,LOGbeachTurbidityBeach,beachTurbidityBeach,beachWaterTemp,tribNorthFishCreekAtHwy2TribSc,tribNorthFishCreekAtHwy2WaterElevation,tribSouthFishCreekAtHwy137TribSc,tribSouthFishCreekAtHwy137WaterElevation,tribWhittleseyCreekAtHwy1304026321TribSc,MeairTemperatureCover1hrX3Y12,MeairTemperatureCover2hrX3Y12,MeairTemperatureCover6hrX3Y12,MeairTemperatureCover12hrX3Y12,MeairTemperatureCover24hrX3Y12,MeairTemperatureCover48hrX3Y12,MeairTemperatureCover72hrX3Y12,MeairTemperatureCover120hrX3Y12,StDevAirTemperatureCover6hrX3Y12,StDevAirTemperatureCover12hrX3Y12,StDevAirTemperatureCover24hrX3Y12,StDevAirTemperatureCover48hrX3Y12,StDevAirTemperatureCover72hrX3Y12,StDevAirTemperatureCover120hrX3Y12,MeanCloudCoverover1hrX3Y12,MeanCloudCoverover2hrX3Y12,MeanCloudCoverover6hrX3Y12,MeanCloudCoverover12hrX3Y12,MeanCloudCoverover24hrX3Y12,MeanCloudCoverover48hrX3Y12,MeanHeightAboveModelSeaLevelmover1hrX3Y12,MeanHeightAboveModelSeaLevelmover24hrX3Y12,MaxHeightAboveModelSeaLevelmover1hrX3Y12,MaxHeightAboveModelSeaLevelmover24hrX3Y12,MinHeightAboveModelSeaLevelmover1hrX3Y12,MinHeightAboveModelSeaLevelmover24hrX3Y12,DiffHeightAboveModelSeaLevelmover24hrX3Y12,Maslowski_sum1,Maslowski_sum2,Maslowski_sum6,Maslowski_sum12,Maslowski_sum24,Maslowski_sum48,Maslowski_sum72,Maslowski_sum120,Maslowski_sum1sqrt,Maslowski_sum2sqrt,Maslowski_sum6sqrt,Maslowski_sum12sqrt,Maslowski_sum24sqrt,Maslowski_sum48sqrt,Maslowski_sum72sqrt,Maslowski_sum120sqrt,WCrainsum1,WCrainsum2,WCrainsum6,WCrainsum12,WCrainsum24,WCrainsum48,WCrainsum72,WCrainsum120,WCrainsum1sqrt,WCrainsum2sqrt,WCrainsum6sqrt,WCrainsum12sqrt,WCrainsum24sqrt,WCrainsum48sqrt,WCrainsum72sqrt,WCrainsum120sqrt,WCQdifference6,WCQmax24,WCQmean1,WCQmean12,WCQmean120,WCQmean2,WCQmean24,WCQmean48,WCQmean6,WCQmean72,WCQmean1log,WCQmean12log,WCQmean120log,WCQmean2log,WCQmean24log,WCQmean48log,WCQmean6log,WCQmean72log,WCQmin1,WCQmin12,WCQmin120,WCQmin2,WCQmin24,WCQmin48,WCQmin6,WCQmin72,parv_airAngleMean1hr,perpv_airAngleMean1hr,parv_airAngleMean2hr,perpv_airAngleMean2hr,parv_airAngleMean6hr,perpv_airAngleMean6hr,parv_airAngleMean12hr,perpv_airAngleMean12hr,parv_airAngleMean24hr,perpv_airAngleMean24hr
40413.73611,2.055760465,113.7,235,103.6,1.198657087,15.8,23.2,135.7,15.4,177.7,2.55,109.1,22.406301,22.410103,22.56665,20.872862,19.285858,18.756742,18.154822,17.741567,0.638782,2.055839,2.323171,2.229848,2.104488,1.813442,0,0,0.051815,0.047992,0.117874,0.106286,-0.004351,0.001279,-0.004351,0.02751,-0.004351,-0.025752,0.02029,0,0,0,0,0,0.295013,0.295013,19.886737,0,0,0,0,0,0.543150992,0.543150992,4.459454787,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0.883176087,0,20,19,19.17361111,26.34305556,19,19.55208333,20.44270833,19,23.31597222,1.278753601,1.282703915,1.420666148,1.278753601,1.29119304,1.310538432,1.278753601,1.367653529,19,19,19,19,19,19,19,19,-0.2621229,5.233351,-0.0429364,5.0599015,-0.05108657,4.9304665,0.00725824,4.83986556,-0.053642952,3.39129297
40694.46528,2.562768543,365.4,151,123.6,1.152288344,14.2,16.3,120.3,16.6,132.8,4.85,96.7,10.949024,11.57321,10.360931,8.364479,8.221659,8.892584,8.853043,7.34752,2.109819,2.510467,2.20081,2.267241,2.273893,2.763114,0.614808,0.307404,0.228465,0.345035,0.413045,0.60212,-0.029936,0.004343,-0.029936,0.059157,-0.029936,-0.049938,-0.007743,1.55909,1.55909,2.296668,2.296668,2.70569,37.780668,39.471886,48.445288,1.248635255,1.248635255,1.515476163,1.515476163,1.644898173,6.146598083,6.282665517,6.960264937,0.03,0.03,0.03,0.03,0.04,1.09,1.1,1.34,0.173205081,0.173205081,0.173205081,0.173205081,0.2,1.044030651,1.048808848,1.15758369,-6,249,31.16666667,38.65277778,33.21041667,31.54166667,80.48611111,55.44270833,33.77777778,43.23263889,1.493690356,1.58718071,1.521274324,1.498884638,1.905720944,1.743844437,1.528631074,1.635811745,31,31,18,31,31,18,31,18,-0.8365491,7.2807904,-1.50490555,7.26104325,0.659984933,5.4781193,0.491056017,2.30135864,1.689645558,0.184559018
40695.3125,3.383743576,2419.6,152,169.5,1.813580989,65.1,12.1,156.6,15.9,161.9,3.15,133.2,8.167741,8.244931,8.516264,9.011389,10.568626,9.087428,9.414022,8.481808,0.239487,0.673022,1.746338,2.210155,2.244352,2.381574,0.94092,0.934579,0.925461,0.93254,0.605188,0.573133,-0.023776,-0.023658,-0.023776,0.036496,-0.023776,-0.101678,0.056758,0,0,0,0.001354,2.636461,28.536366,38.120461,48.785081,0,0,0,0.036796739,1.623718264,5.341944028,6.174176949,6.984631773,0,0,0,0,0.04,0.51,1.1,1.35,0,0,0,0,0.2,0.714142843,1.048808848,1.161895004,-1,35,24,25.52777778,34.75416667,24,27.91666667,58.00173611,24.44444444,45.58101852,1.380211242,1.407013011,1.541006879,1.380211242,1.445863561,1.763440993,1.388180171,1.658784025,24,24,18,24,24,24,24,18,-8.529506,2.662182,-8.4546805,3.065014,-8.1259945,4.7515377,-7.70785458,6.13391802,-5.139809013,6.912431567
40698.54167,2.033825694,108.1,155,139.9,1.766412847,58.4,20.6,163.2,15.4,208.6,1.3,138.2,18.626833,18.462945,14.312634,11.669887,11.020665,10.354659,9.77202,9.507634,2.975809,3.451253,2.849536,2.257204,2.651355,2.503432,0,0,0,0.044268,0.088435,0.207472,0.015955,0.004948,0.015955,0.081204,0.015955,-0.086073,0.022275,0,0,0,0,0.464039,0.706275,0.706275,3.594863,0,0,0,0,0.681204081,0.84040169,0.84040169,1.896012394,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.2,0,19,19,19,29.76388889,19,19,19.00694444,19,19.53819444,1.278753601,1.278753601,1.473689675,1.278753601,1.278753601,1.278912305,1.278753601,1.290884427,19,19,19,19,19,19,19,19,-5.795701,0.545539,-5.0361415,1.5227905,-3.5123373,2.73429403,-2.6971213,3.28480353,-1.739225978,2.28272325
40700.55278,1.776701184,59.8,157,114.7,0.382017043,2.41,21.8,166.2,15.4,243.3,1.3,138.4,12.603293,13.390352,11.93194,9.785358,10.433681,11.061995,11.048218,10.28801,1.618181,2.563796,2.794388,2.950866,2.917545,2.846089,0.104289,0.052144,0.022768,0.135481,0.081781,0.049046,0.006053,0.003005,0.006053,0.075494,0.006053,-0.061849,0.015039,0,0,0,0,0,0,0.464039,0.706275,0,0,0,0,0,0,0.681204081,0.84040169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,19,18.08333333,18.79861111,19.11041667,18.20833333,18.43402778,18.48958333,18.72222222,18.65972222,1.257278488,1.274125764,1.281270156,1.260270195,1.265620238,1.266927124,1.272357396,1.270905174,18,18,18,18,18,18,18,18,-0.6596473,-3.956543,-0.4314684,-3.440382,0.727023905,-2.81278985,0.904134286,-0.910010517,0.737686218,-0.707628667
40701.44444,2.031812271,107.6,158,117.6,1.303196057,20.1,19.8,129.9,15.4,278.6,1.3,139.7,11.570029,11.763563,10.188248,9.890912,11.108841,10.68574,11.220426,10.704764,1.218263,1.272699,1.995143,2.381579,2.910173,2.509984,0.044782,0.090404,0.422545,0.40174,0.218,0.147718,-0.012016,0.000634,-0.012016,0.054821,-0.012016,-0.068575,-0.014673,0,0,0.267216,4.370619,4.370619,4.370619,4.370619,5.076894,0,0,0.516929396,2.090602545,2.090602545,2.090602545,2.090602545,2.253196396,0,0,0,1.09,1.09,1.09,1.09,1.09,0,0,0,1.044030651,1.044030651,1.044030651,1.044030651,1.044030651,-2,22,19,19.27777778,18.76458333,19,18.68402778,18.546875,19.94444444,18.57638889,1.278753601,1.28505697,1.273338925,1.278753601,1.271470504,1.268270745,1.299821943,1.268961294,19,18,18,19,18,18,19,18,0.48622734,-3.898087,1.26560417,-2.534269,1.836457429,-0.378465858,1.4902893,0.548461171,0.904313875,-0.728974698
40702.40972,1.756636108,57.1,159,114.5,0.950364854,8.92,19.6,133.4,15.4,230.7,1.57,139.4,11.863267,11.239852,9.708176,9.947277,10.548366,10.839418,10.644994,10.902104,1.42165,1.462268,1.284927,1.707596,2.084948,2.476984,0.00612,0.005972,0.004486,0.009619,0.032548,0.124341,0.031061,0.007434,0.031061,0.054119,0.031061,-0.056906,-0.043076,0,0,0,0,0,4.370619,4.370619,4.984802,0,0,0,0,0,2.090602545,2.090602545,2.232667015,0,0,0,0,0,1.09,1.09,1.09,0,0,0,0,0,1.044030651,1.044030651,1.044030651,0,19,19,19,18.74722222,19,19,18.84027778,19,18.69560185,1.278753601,1.278753601,1.272936927,1.278753601,1.278753601,1.275087302,1.278753601,1.271739451,19,19,18,19,19,18,19,18,-2.2617878,-0.50367608,-1.3660067,-0.92441354,-0.548052491,0.528219803,-1.340949395,1.597199818,0.224238431,-1.397094695
40703.38264,1.532754379,34.1,160,110,1.190331698,15.5,16.1,166,15.3,231.1,1.33,141.2,7.571637,7.612788,7.163781,6.92454,10.115786,10.332076,10.598207,10.873912,0.37534,0.473299,3.640082,2.738138,2.544999,2.879503,0.836596,0.839037,0.85295,0.892932,0.67468,0.353614,-0.025537,0.004423,-0.025537,0.071241,-0.025537,-0.081974,-0.049478,0,0,0,0.017259,0.017259,0.017259,4.387878,4.387878,0,0,0,0.131373513,0.131373513,0.131373513,2.094726235,2.094726235,0,0,0,0.01,0.04,0.04,1.13,1.13,0,0,0,0.1,0.2,0.2,1.063014581,1.063014581,0,19,18,18.34027778,18.60902778,18,18.31597222,18.65798611,18.01388889,18.66550926,1.255272505,1.263405909,1.269723684,1.255272505,1.262829976,1.270864765,1.25560748,1.271039843,18,18,18,18,18,18,18,18,4.716382,-4.088275,4.036709,-3.878535,3.61257222,-3.55077062,4.06431797,-3.85810611,1.155938337,-3.040454189
40706.41389,0.612783857,4.1,163,115.6,0.788875116,6.15,18.1,164.4,15.4,276.4,1.58,140.6,11.188328,9.658393,7.224067,6.583828,8.548134,7.535901,7.429811,8.590717,1.984373,1.589483,2.814713,2.264347,1.966282,2.709294,0,0,0,0,0.149633,0.483093,-0.054837,-0.003625,-0.054837,0.065441,-0.054837,-0.054837,0.030919,0,0,0,0,0,0.335041,0.950959,0.968218,0,0,0,0,0,0.578827263,0.975171267,0.983980691,0,0,0,0,0,0.01,0.01,0.05,0,0,0,0,0,0.1,0.1,0.223606798,0,18,18,18,18.24652778,18,18,18.00173611,18,17.98263889,1.255272505,1.255272505,1.261180233,1.255272505,1.255272505,1.255314391,1.255272505,1.254853423,18,18,17,18,18,18,18,17,-2.486565,2.641103,-1.5219918,3.008318,-1.05098599,3.69137087,-0.576450271,3.84147436,-0.097995661,1.18512222
40707.27431,1.130333768,13.5,164,114.6,0.596597096,3.95,17.7,164.4,15.4,315.2,1.33,140.8,6.813982,7.129597,7.79799,9.409273,11.830597,10.074121,8.901504,8.904564,0.531423,3.056521,4.25592,4.005759,3.681033,3.454906,0,0,0,0,0.00697,0.136906,0.038205,-0.002044,0.038205,0.065272,0.038205,-0.054837,-0.043153,0,0,0,0,0,0,0.950959,0.968218,0,0,0,0,0,0,0.975171267,0.983980691,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0.1,0.223606798,0,18,18,17.86111111,18.03194444,18,17.78472222,17.89236111,18,17.92939815,1.255272505,1.251908472,1.256042561,1.255272505,1.250047086,1.252667655,1.255272505,1.253565711,18,17,17,18,17,17,18,17,0.13475317,4.2099492,-1.00993006,3.9336874,-0.755764488,3.98819048,0.106119858,2.96102268,-0.191583035,1.12991041
40708.50625,1.257678575,18.1,165,127.5,1.06069784,11.5,22.6,164.7,15.3,291.8,1.33,140.7,12.625482,12.361583,12.917941,10.503847,10.832841,11.492901,10.699092,9.185459,2.176624,2.867837,2.723966,3.608529,3.645579,3.438067,0,0,0.041201,0.10089,0.050445,0.025669,0.035694,0.002327,0.035694,0.049742,0.035694,-0.038834,0.011862,0,0,0,0.319788,0.319788,0.319788,0.319788,1.270747,0,0,0,0.565498011,0.565498011,0.565498011,0.565498011,1.127274146,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,18,18,18,17.88194444,18,17.67708333,17.73090278,18,17.82060185,1.255272505,1.255272505,1.252414741,1.255272505,1.247410609,1.248730848,1.255272505,1.250922367,18,18,17,18,17,17,18,17,2.2159506,3.1256226,2.6882549,3.496266,1.72840138,0.7464355,1.067331715,1.64286492,0.553613048,0.14158648
40709.38611,1.589949601,38.9,166,114.4,1.007747778,10.18,19,164.3,15.3,305.1,2.3,142.3,10.872779,10.213203,10.413391,10.498393,11.577765,11.252397,11.506061,9.917997,0.612767,0.742895,1.38118,2.219298,3.035008,3.370548,0.176411,0.394626,0.618156,0.351991,0.175995,0.11322,-0.009071,0.002913,-0.009071,0.05741,-0.009071,-0.046804,0.010575,0,0.061969,1.096407,1.096407,1.096407,1.416195,1.416195,1.751236,0,0.248935735,1.047094552,1.047094552,1.047094552,1.190039915,1.190039915,1.323342737,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0,0,0.1,0.1,0.1,0.1,0.1,0.141421356,0,18,18,18,17.85486111,18,17.80902778,17.74305556,18,17.75694444,1.255272505,1.255272505,1.251756476,1.255272505,1.250640211,1.249028412,1.255272505,1.249368236,18,18,17,18,17,17,18,17,3.7121162,-1.6911,2.8205217,-1.5488076,2.39047392,0.28475295,2.405741802,1.23670918,3.003298347,1.136073155
40714.42361,2.065206128,116.2,171,129.9,1.053078443,11.3,15.9,176.8,15.4,279.9,2.84,90.1,10.351762,10.174646,9.233156,8.480892,8.753551,9.141098,9.362563,9.644853,1.005035,1.111878,1.122381,1.131877,1.204235,1.144541,0.313083,0.59332,0.859635,0.923843,0.961921,0.889144,0.022566,0.007628,0.022566,0.051496,0.022566,-0.028999,0.02893,0,0,0,0,0.494954,12.937357,17.642551,26.210883,0,0,0,0,0.703529672,3.596853764,4.200303679,5.119656531,0,0,0,0,0.05,1.57,1.64,2.11,0,0,0,0,0.223606798,1.252996409,1.280624847,1.452583905,-4,57,23.91666667,27.38194444,23.55763889,24,33.87152778,30.56597222,25.43055556,26.58564815,1.378700651,1.437464285,1.37213176,1.380211242,1.529834786,1.485238214,1.405355848,1.424647253,23,23,18,23,23,19,23,18,1.5681925,-3.2044693,1.1111531,-3.3086233,1.23504723,-3.02725032,1.424027314,-1.887692653,0.886699433,-3.383308514
40715.44861,2.304059466,201.4,172,114,1.041392685,11,15.5,160.4,15.4,290.3,2.33,66,9.228948,9.169469,9.71893,9.155114,9.631182,9.192366,9.30446,9.540289,0.958362,1.077214,1.000578,1.15022,1.114087,1.117993,0.896172,0.895879,0.852665,0.79406,0.748683,0.855302,0.030021,0.007907,0.030021,0.057542,0.030021,-0.035758,0.025955,0.599074,2.383608,5.482189,5.482189,5.482189,5.977143,18.419546,23.12474,0.773998708,1.543893779,2.341407483,2.341407483,2.341407483,2.444819625,4.291799856,4.808818982,0,0.05,0.15,0.15,0.15,0.19,1.72,1.79,0,0.223606798,0.387298335,0.387298335,0.387298335,0.435889894,1.311487705,1.337908816,2,25,23.66666667,22.625,24.40555556,23.125,23.16666667,28.06770833,22.375,28.13657407,1.374137094,1.354588588,1.387488698,1.364081741,1.36486355,1.448206955,1.349763044,1.449271216,23,22,18,22,22,22,22,19,7.031134,-5.269856,6.6403605,-5.401423,4.5733431,-4.18552472,3.82978426,-3.08151813,2.743921879,-3.85635341
40716.375,2.018284308,104.3,173,111.8,1.283301229,19.2,13.9,170.4,15.4,200,3.5,120,7.5609,7.705526,8.408789,9.084809,9.720758,9.699362,9.385747,9.494868,0.508999,0.779472,1.083229,1.045984,1.162536,1.153921,0.940116,0.941569,0.967273,0.982742,0.91935,0.821869,0.06102,0.021426,0.06102,0.06102,0.06102,-0.015947,-0.030999,2.468558,4.421789,5.197221,7.544206,16.262257,21.145373,21.640326,38.787924,1.571164536,2.102805031,2.279741433,2.746671804,4.032648881,4.598409834,4.651916379,6.227995183,0.09,0.15,0.18,0.18,0.8,0.9,1.02,2.54,0.3,0.387298335,0.424264069,0.424264069,0.894427191,0.948683298,1.009950494,1.593737745,0,47,39.75,41.85416667,27.78194444,39.20833333,36.19791667,29.69618056,39.125,31.6875,1.599337133,1.621738699,1.443762639,1.593378382,1.558683576,1.472700595,1.592454351,1.500887977,39,38,18,38,22,22,38,22,3.144677,-6.115195,3.41674,-6.124702,4.22826023,-5.50942483,4.48593337,-5.41665592,4.612675092,-5.59865875
40717.31806,2.166430114,146.7,174,125.2,0.815577748,6.54,12.5,149.9,16.1,174.6,4.75,68.1,7.358885,7.350262,7.248798,7.226698,7.684642,8.792819,9.089156,9.107398,0.142194,0.150213,0.797637,1.404067,1.346333,1.271102,0.941141,0.941655,0.945988,0.96014,0.970281,0.941695,0.035334,0.014864,0.035334,0.068356,0.035334,-0.027571,-0.006965,2.437921,2.823107,2.827651,2.827651,10.424749,26.585526,27.148332,41.384925,1.561384322,1.680210403,1.681562071,1.681562071,3.228737989,5.156115398,5.210406126,6.433111611,0.01,0.08,0.11,0.13,0.42,1.19,1.2,2.79,0.1,0.282842712,0.331662479,0.360555128,0.64807407,1.090871211,1.095445115,1.670329309,-4,105,34,39.3125,34.48472222,34.20833333,53.28125,44.25173611,35.51388889,37.27777778,1.531478917,1.594530663,1.537626732,1.534131915,1.726574405,1.645930314,1.550398232,1.571450015,34,34,19,34,34,22,34,22,1.457816,-5.325414,1.5048693,-4.6920254,2.07159003,-4.70749047,2.05063574,-4.60732595,3.35003744,-4.568215854
40721.38958,1.572871602,37.4,178,110.4,0.828659897,6.74,18.1,152.1,15.4,229.9,2,96.3,13.236752,13.083578,12.273311,12.017987,12.855833,13.585796,13.11203,11.428265,0.703404,0.851354,1.257013,2.751568,2.540406,3.020969,0.493119,0.257355,0.085785,0.142985,0.201033,0.254093,0.030966,0.002026,0.030966,0.031493,0.030966,-0.048023,-0.033699,0,0,0,0.006571,0.006571,0.006571,0.006571,6.914781,0,0,0,0.081061705,0.081061705,0.081061705,0.081061705,2.629597117,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.583095189,0,18,17,17,29.24027778,17,17.06944444,17.75694444,17,19.37731481,1.230448921,1.230448921,1.465981494,1.230448921,1.232219386,1.249368236,1.230448921,1.287293595,17,17,17,17,17,17,17,17,2.024218,3.4834926,1.9389726,3.3373648,1.73365093,3.2648435,1.626808054,3.2143082,1.123034853,3.0340839
40722.38542,1.702430536,50.4,179,159.1,0.952792443,8.97,18,123.2,15.3,270.6,1.92,98.1,14.273637,14.315836,11.732292,10.950292,11.721643,12.288738,12.964412,12.237912,1.871387,1.547057,1.531677,1.511507,2.569371,2.45154,0.265032,0.311709,0.454517,0.62603,0.670897,0.435965,0.015381,0.000031,0.015381,0.032209,0.015381,-0.02419,-0.017674,0,0,0,0.002558,1.635243,1.641813,1.641813,2.183185,0,0,0,0.050576674,1.278766202,1.28133251,1.28133251,1.477560489,0,0,0,0.02,0.09,0.09,0.09,0.17,0,0,0,0.141421356,0.3,0.3,0.3,0.412310563,0,17,17,17,22.08888889,17,17,17.03819444,17,17.51041667,1.230448921,1.230448921,1.344173871,1.230448921,1.230448921,1.23142357,1.230448921,1.24329648,17,17,17,17,17,17,17,17,-4.301231,-2.170242,-4.555759,-2.0064216,-4.95136627,-0.60641642,-5.41670136,0.273689766,-4.190283003,1.371029584
40723.40278,0.991226076,9.8,180,150.5,0.829303773,6.75,21.2,166.7,15.2,260.7,1.92,98.1,13.513023,13.278561,10.097878,9.974095,13.133146,12.427395,12.570207,12.838176,2.342722,1.729721,3.599199,2.854508,2.449414,2.691464,0,0,0.367586,0.225127,0.237104,0.454001,0.026595,0.004219,0.026595,0.051339,0.026595,-0.042385,-0.022031,0,0,0,0,0,1.635243,1.641813,1.641813,0,0,0,0,0,1.278766202,1.28133251,1.28133251,0,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,0.3,0.3,0.3,0,17,17,17,18.40069444,17,16.97569444,16.98784722,17,17.01157407,1.230448921,1.230448921,1.264834214,1.230448921,1.22982755,1.230138347,1.230448921,1.230744501,17,17,16,17,16,16,17,16,1.012035,-1.013087,1.041543,-0.79812645,0.45950812,1.4956362,0.655773738,2.14894388,0.275566338,0.060876283
40724.47083,2.105169428,127.4,181,136.1,0.835690571,6.85,20.6,126,15.3,253.5,1.92,97.3,12.442428,12.365509,11.870026,10.972398,12.208749,12.649185,12.37193,12.818056,0.619747,1.147998,1.874837,2.892505,2.583813,2.672984,0.435715,0.433494,0.465285,0.250888,0.127598,0.164503,0.001748,0.005864,0.001748,0.037439,0.001748,-0.018099,0.002887,0,0,0,0,0,0,1.543888,1.641813,0,0,0,0,0,0,1.242532897,1.28133251,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0.3,0.3,0,17,17,16.97916667,17.20069444,17,16.6875,16.83159722,17,16.88773148,1.230448921,1.229916371,1.235545981,1.230448921,1.222391279,1.22612533,1.230448921,1.227571315,17,16,16,17,16,16,17,16,3.6623829,1.9931132,3.947274,1.9983571,3.00836398,2.93164587,2.62045422,2.057274292,1.533585065,-0.595652083
40728.37847,0.716003344,5.2,185,108.8,0.733999287,5.42,23,128.5,15.3,308.5,1.67,139.6,15.435654,15.015428,13.594322,13.657602,16.638977,15.350885,14.818844,14.089511,1.096169,0.868875,3.368271,3.336897,2.982168,2.67402,0.021868,0.015721,0.04966,0.02483,0.012415,0.009368,0.021283,0.000303,0.021283,0.036788,0.021283,-0.026489,-0.018344,0,0,0,0,0,0,8.084158,8.084158,0,0,0,0,0,0,2.843265376,2.843265376,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0.734846923,0.734846923,0,17,17,16.90972222,16.82013889,17,16.60763889,16.74479167,17,16.90625,1.230448921,1.228136473,1.225829578,1.230448921,1.220307893,1.223879749,1.230448921,1.228047287,17,16,16,17,16,16,17,16,-1.9336597,2.3432865,-1.2251804,2.9515332,-1.11831838,3.28795218,-0.946383044,3.36254608,-0.674952262,1.533008228
40729.39236,2.638688887,435.2,186,105.5,0.591064607,3.9,19,160.4,15.3,330.1,1.83,131.9,15.145181,14.586262,13.836839,14.352866,15.843615,16.241296,15.515128,14.783002,0.741655,1.60053,1.979409,2.791022,2.963651,2.589268,0,0.010866,0.062669,0.157083,0.082182,0.047299,0.004168,-0.001078,0.004168,0.030152,0.004168,-0.034269,-0.005672,0,0,0,1.963062,1.963062,1.963062,1.963062,10.04722,0,0,0,1.401093145,1.401093145,1.401093145,1.401093145,3.169735005,0,0,0,0.08,0.08,0.08,0.08,0.62,0,0,0,0.282842712,0.282842712,0.282842712,0.282842712,0.787400787,0,17,17,16.88888889,16.79166667,17,16.54513889,16.57638889,17,16.67824074,1.230448921,1.227601079,1.225093804,1.230448921,1.218670417,1.219489927,1.230448921,1.222150238,17,16,16,17,16,16,17,16,0.08059364,3.465813,-0.094975585,3.1693502,-0.899045028,3.04948762,-0.937455323,3.70656149,-1.612313635,3.97050495
40730.37569,0.977723605,9.5,187,110.9,0.67669361,4.75,19.8,161.3,15.2,377.2,1.83,136.8,17.505209,15.288125,12.798458,13.271103,16.566232,16.204923,16.349608,15.373276,2.184584,1.750557,4.233531,3.324299,3.345284,3.196478,0,0,0,0.047953,0.107719,0.094951,-0.021083,-0.002459,-0.021083,0.038213,-0.021083,-0.026926,0.006739,0,0,0,0,0,1.963062,1.963062,10.04722,0,0,0,0,0,1.401093145,1.401093145,3.169735005,0,0,0,0,0,0.08,0.08,0.62,0,0,0,0,0,0.282842712,0.282842712,0.787400787,-1,17,16.41666667,16.68055556,16.74513889,16.625,16.46180556,16.50347222,16.86111111,16.53819444,1.21528498,1.222210511,1.223888754,1.220761654,1.216477468,1.217575327,1.22688619,1.218488094,16,16,16,16,16,16,16,16,-1.29559,-0.670102,-0.87414495,1.172978,-0.77065492,2.45431282,-1.645770098,2.169076244,-2.025291891,1.764043402
40731.40625,1.50242712,31.8,188,107,0.367355921,2.33,21.6,158.7,15.3,283.8,1.83,98,13.793959,13.617182,13.162244,13.372834,16.02435,16.295291,16.144732,15.827193,0.349765,0.492298,3.172942,3.750811,3.27573,3.323168,0.407221,0.516712,0.377042,0.195142,0.108291,0.108005,-0.009069,0.00012,-0.009069,0.027334,-0.009069,-0.026146,0.017901,0.287906,0.666096,0.815437,0.815437,0.815437,0.815437,2.7785,2.7785,0.536568728,0.816147046,0.903015504,0.903015504,0.903015504,0.903015504,1.666883319,1.666883319,0,0.03,0.05,0.05,0.05,0.05,0.13,0.13,0,0.173205081,0.223606798,0.223606798,0.223606798,0.223606798,0.360555128,0.360555128,0,17,17,16.5625,16.55625,17,16.29166667,16.37326389,16.91666667,16.43055556,1.230448921,1.219125891,1.218961976,1.230448921,1.211965516,1.214135261,1.228314792,1.215652248,17,16,16,17,16,16,16,16,-0.9476648,3.018398,-1.3576975,3.1698088,-1.4760604,2.80900907,-1.088816212,3.08436811,-0.34023514,1.16158466
40735.40278,2.286680969,193.5,192,105.2,0.717670503,5.22,25,160.5,15.3,290.3,2,75.2,15.594029,15.312052,14.745994,14.804748,17.969041,16.574741,16.205627,16.037577,0.549353,0.550336,3.74159,3.030478,2.941061,2.874619,0.103552,0.146541,0.142603,0.342474,0.267989,0.31748,-0.002068,0.000628,-0.002068,0.028876,-0.002068,-0.026002,0.010287,0,0,0,14.586899,14.627069,14.717603,14.78952,18.233073,0,0,0,3.819279906,3.824535135,3.836352825,3.845714498,4.270020258,0,0,0,0.03,0.03,0.03,0.03,0.24,0,0,0,0.173205081,0.173205081,0.173205081,0.173205081,0.489897949,-1,22,17,18.11111111,16.71666667,17,17.15972222,16.91840278,17.40277778,16.85532407,1.230448921,1.257945095,1.223149683,1.230448921,1.234510253,1.22835936,1.240618575,1.226737107,17,16,16,17,16,16,17,16,-3.3681441,2.1988842,-3.526262,1.7090126,-2.5087097,2.77423732,-1.642261911,2.96710803,-1.165455309,1.602990391
40736.35208,1.880241776,75.9,193,139.4,0.946943271,8.85,23.1,160.1,15.2,265.6,1.67,140.1,15.853547,15.080903,13.746496,14.487495,17.870868,17.945128,16.990388,16.39188,1.116891,1.190477,3.917369,3.819389,3.417093,3.147382,0.160102,0.132022,0.145778,0.115309,0.071952,0.167813,-0.011296,-0.001384,-0.011296,0.023789,-0.011296,-0.030146,0.009228,0,0,0,0,0,14.627069,14.735006,17.705542,0,0,0,0,0,3.824535135,3.838620325,4.207795385,0,0,0,0,0,0.03,0.03,0.2,0,0,0,0,0,0.173205081,0.173205081,0.447213595,0,17,17,16.95833333,16.81180556,17,16.76736111,16.96354167,17,16.86805556,1.230448921,1.229383168,1.225614358,1.230448921,1.224464718,1.22951653,1.230448921,1.227065023,17,16,16,17,16,16,17,16,-3.405917,-2.160157,-3.706438,-1.829644,-3.25548517,0.99363995,-3.93595402,0.379539234,-3.83059951,0.490745529
40737.38194,0.301029996,2,194,120.2,1.181843588,15.2,20.2,160.5,15.2,351.6,2,129.2,14.162427,14.117851,13.638921,14.515382,16.411682,17.156754,17.427516,16.586078,0.609733,1.303762,2.163546,3.241763,3.437898,3.100101,0.726869,0.730007,0.629525,0.563489,0.587692,0.334571,0.003232,0.001421,0.003232,0.024483,0.003232,-0.03155,-0.034782,0,0,0,0,0,0,14.627069,14.78952,0,0,0,0,0,0,3.824535135,3.845714498,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0.173205081,0.173205081,0,17,17,16.91666667,16.78194444,17,16.57638889,16.671875,17,16.83449074,1.230448921,1.228314792,1.224842279,1.230448921,1.219489927,1.221984445,1.230448921,1.226199983,17,16,16,17,16,16,17,16,1.7544522,-4.3105133,2.3243677,-3.189483,3.10307705,-3.96283617,2.735842057,-4.02275312,1.377380211,-3.32299227
