year,month,julian,LogEC,lturb,wvrod,Hop24,Hop48,radar24,radar48
2008,7,194,1.8260748,0.8864907,0.04,0,0,0.04,0
2008,7,195,2.5932861,0.8633229,0.92,1.18,0,1.12,0.04
2008,7,196,2.3802112,1.075547,1.42,0.09,1.18,0.15,1.12
2008,7,197,1.8920946,0.94939,0.54,0,0.09,0,0.15
2008,7,198,1.8692317,0.6608655,0.42,0,0,0,0
2008,7,199,2.8633229,0.8363241,0.5,0,0,0,0
2008,7,200,1.9777236,0.6404814,0.25,0,0,0.04,0
2008,7,201,1.8512583,0.4608978,0.17,0,0,0.01,0.04
2008,7,202,1.6232493,0.5428254,0.21,0.04,0,0.09,0.01
2008,7,203,2.4653829,0.9020029,1.17,0,0.04,0.01,0.09
2008,7,204,3.447158,0.8162413,1.33,0.02,0,0.06,0.01
2008,7,205,2.8864907,1.2174839,2.04,0,0.02,0.08,0.06
2008,7,206,2.365488,1.6159501,2.41,0.01,0,0.06,0.08
2008,7,207,2.0086002,1.25042,0.42,0,0.01,0,0.06
2008,7,208,2.3838154,1.0899051,0.67,0,0,0,0
2008,7,209,2.6434527,1.447158,1.08,0,0,0,0
2008,7,210,1.9138139,0.905256,0.29,0,0,0,0
2008,7,211,1.763428,0.6127839,0,0,0,0,0
2008,7,212,2.09691,0.5987905,0,0,0,0.02,0
2008,7,213,2.4149733,0.6618127,1.08,0.03,0,0.24,0.02
2008,8,214,1.7160033,0.40824,0,0,0.03,0.02,0.24
2008,8,215,2.2741578,0.6148972,1.12,0,0,0,0.02
2008,8,216,1.9637878,1.1055102,1.58,0,0,0,0
2008,8,217,1.20412,0.8762178,0.17,0,0,0,0
2008,8,218,2.4502491,0.7881684,0.42,0,0,0,0
2008,8,219,3.1139434,0.9929951,1.25,0.01,0,0.06,0
2008,8,220,2.6414741,1.1731863,1.75,0.11,0.01,0,0.06
2008,8,221,3.161368,1.3996737,2,0.04,0.11,0.27,0
2008,8,222,2.0253059,1.1341771,0.375,0,0.04,0,0.27
2008,8,223,2.0569049,1.4517864,1.33,0.37,0,0.34,0
2008,8,224,2.3873898,1.506099,1.67,0.18,0.37,0.28,0.34
2008,8,225,2.1271048,1.1562462,0.92,0,0.18,0,0.28
2008,8,226,2.045323,0.8088859,0,0,0,0,0
2008,8,227,2.2013971,0.7185017,0.17,0,0,0,0
2008,8,228,2.5740313,1.1492191,1.25,0,0,0,0
2008,8,229,2.0791812,1.0322157,0.96,0,0,0,0
2008,8,230,2.0606978,0.7528164,0.75,0,0,0,0
2008,8,231,1.9190781,0.607455,2,0,0,0,0
2008,8,232,2.8750613,0.8808136,1.25,0,0,0,0
2008,8,233,1.7558749,0.8466463,0.25,0,0,0,0
2008,8,234,1.69897,0.7226339,0.17,0,0,0,0
2008,8,235,1.94939,0.5185139,0,0,0,0.03,0
2008,8,236,1.748188,0.3838154,0,0,0,0,0.03
2008,8,237,2.0569049,0.5314789,0,0,0,0.01,0
2008,8,238,2.3344538,1.1238516,1.08,0.11,0,0.03,0.01
2008,8,239,2.064458,1.1818436,1.21,0,0.11,0.02,0.03
2008,8,240,2.1986571,1.1903317,0.54,0,0,0,0.02
2008,8,241,2.3053514,0.5563025,0.25,0.21,0,0.24,0
2008,8,242,2.4533183,0.8280151,0,0.01,0.21,0.06,0.24
2008,8,243,3.5185139,0.6946052,0.83,0.38,0.01,0.35,0.06
2008,8,244,1.8325089,0.6821451,0,0,0.38,0,0.35
2008,9,245,1.748188,0.5327544,0,0,0,0,0
2008,9,246,1.39794,1.0043214,0.08,0,0,0.08,0
2008,9,247,2.519828,0.806858,0,0,0,0,0.08
2008,9,248,2.905256,1.09691,1.04,0,0,0,0
2008,9,249,2.1875207,1.1271048,0,0,0,0.08,0
2008,9,252,2.064458,1.2013971,0.96,0.05,0.01,0.09,0.35
2008,9,253,2.7032914,1.243038,1.67,0.39,0.05,0.47,0.09
2008,9,254,1.7075702,1.0211893,0.67,0,0.39,0.19,0.47
2008,9,255,1.9867717,0.8413595,0.58,0,0,0,0.19
2009,5,138,1.8325089,1.382017,0.5,0,,0,0.02
2009,5,139,1.6627578,1.1303338,0,0,0,0,0
2009,5,140,1.5314789,0.9444827,0,0,0,0,0
2009,5,141,2.1986571,1.0086002,0.2,0,0,0,0
2009,5,142,2.0374265,0.8500333,0.3,0,0,0,0
2009,5,143,2.9542425,1.2922561,0.7,0,0,0,0
2009,5,144,1.3424227,0.8500333,0.3,0,0,0,0
2009,5,145,2.5954962,1.2576786,1.5,0,0,0,0
2009,5,146,3.10721,1.4608978,3,0,0,0,0
2009,5,147,1.30103,1.4361626,0.2,0.09,0,0.18,0
2009,5,148,1.5563025,0.9590414,0.1,0.34,0.09,0.46,0.18
2009,5,149,3.064458,1.4487063,3,0.29,0.34,0.79,0.46
2009,5,150,2.6627578,1.2253093,0.6,0.3,0.29,0.21,0.79
2009,5,151,3.0170333,1.4683473,3,0,0.3,0,0.21
2009,6,152,1.5797836,0.9809119,0.1,0,0,0,0
2009,6,153,2.30103,1.1731863,2.3,0.3,0,0.33,0
2009,6,154,1.60206,0.8512583,0.3,0.01,0.3,0,0.33
2009,6,155,1.69897,0.908485,0.9,0,0.01,0.02,0
2009,6,156,1.6627578,0.770852,0.8,0,0,0,0.02
2009,6,157,1.5314789,0.6232493,0.3,0,0,0,0
2009,6,158,1.447158,0.5682017,0.2,0,0,0,0
2009,6,159,2.6127839,1.1398791,0.8,0,0,0,0
2009,6,160,1.50515,1.0827854,0.9,0.3,0,0.18,0
2009,6,161,2,0.7923917,0.5,0,0.3,0,0.18
2009,6,162,1.3424227,0.5682017,0.3,0,0,0,0
2009,6,163,2.5728716,0.763428,1.8,0.12,0,0,0
2009,6,164,1.8195439,0.8692317,0.2,0,0.12,0,0
2009,6,165,1.6127839,0.5797836,0.1,0,0,0,0
2009,6,166,2.3802112,0.763428,0.4,0,0,0,0
2009,6,167,1.5910646,0.5314789,0.1,0,0,0,0
2009,6,168,1.5797836,0.908485,0.1,0.01,0,0.02,0
2009,6,169,2.666518,0.9590414,2.3,0.83,0.01,0.19,0.02
2009,6,170,1.60206,0.7781513,0.1,0.07,0.83,0,0.19
2009,6,171,3.1271048,0.80618,1.3,0.73,0.07,0.7,0
2009,6,172,2.4149733,0.9294189,1,0.04,0.73,0.08,0.7
2009,6,173,1.7160033,0.6127839,0.3,0,0.04,0,0.08
2009,6,174,1.5563025,0.462398,0.1,0,0,0,0
2009,6,175,1.748188,0.5314789,0.1,0,0,0,0
2009,6,176,1.3424227,0.6334685,0,0,0,0,0
2009,6,177,2.2741578,0.7558749,0.8,0.34,0,0.48,0
2009,6,178,2.5774918,0.7993405,0.8,0,0.34,0,0.48
2009,6,179,1.6532125,0.60206,0,0,0,0,0
2009,6,180,2.3117539,1.1986571,0.8,0.03,0,0.01,0
2009,6,181,2.1335389,1.4814426,3,0,0.03,0.86,0.01
2009,7,182,2.5774918,1.447158,0.5,0.2,0,1.48,0.86
2009,7,183,2.9684829,1.1430148,1.3,0.08,0.2,0.19,1.48
2009,7,184,3.0293838,1.6857417,1.7,0.1,0.08,0.04,0.19
2009,7,185,2.1522883,1.30103,1.3,0,0.1,0,0.04
2009,7,186,1.30103,0.6232493,0.1,0,0,0,0
2009,7,187,1.20412,0.544068,0.7,0,0,0,0
2009,7,188,2.2304489,0.7993405,0.7,0,0,0,0
2009,7,189,1.7923917,0.9344985,0.6,0,0,0,0
2009,7,190,1.0413927,0.447158,0.1,0,0,0,0
2009,7,191,1.30103,0.7160033,0.1,0,0,0,0
2009,7,192,1.146128,0.4913617,0.1,0,0,0,0
2009,7,193,1.9344985,0.7242759,0.9,0.81,0,0.74,0
2009,7,194,2.0413927,1.0413927,4,0,0.81,0,0.74
2009,7,195,2.049218,0.94939,1.1,0,0,0,0
2009,7,196,1.5314789,0.6720979,0,0,0,0,0
2009,7,197,2.6532125,0.9542425,1.5,0,0,0,0
2009,7,198,2.447158,0.7781513,1.3,0,0,0,0
2009,7,199,2.8633229,1.0899051,1.5,0.84,0,0.31,0
2009,7,200,2.1760913,1.3560259,1.5,0.16,0.84,0.17,0.31
2009,7,201,1.3802112,0.6720979,0,0,0.16,0,0.17
2009,7,202,1.6627578,0.4771213,0.4,0,0,0.1,0
2009,7,203,1.7403627,0.5797836,0.2,0,0,0.37,0.1
2009,7,204,2.6424645,0.50515,0.7,1.34,0,1.43,0.37
2009,7,205,2.4216039,0.9138139,1,0,1.34,0.06,1.43
2009,7,206,1.90309,0.4771213,0.1,0,0,0,0.06
2009,7,207,2.6901961,0.544068,0.8,0.07,0,0.07,0
2009,7,208,1.8976271,0.8750613,1.8,0,0.07,0.05,0.07
2009,7,209,1.9444827,0.3424227,0.4,0,0,0.13,0.05
2009,7,210,2.4842998,0.3424227,0.5,0.01,0,0,0.13
2009,7,211,2.1673173,0.3424227,0.3,0,0.01,0,0
2009,7,212,1.8129134,0.30103,0,0.24,0,0.08,0
2009,8,213,2.3053514,0.30103,2,0,0.24,0,0.08
2009,8,214,2.2787536,0.30103,0.6,0.06,0,0.05,0
2009,8,215,1.7993405,0.6901961,0.5,0.01,0.06,0,0.05
2009,8,216,1.60206,0.30103,0.3,0,0.01,0,0
2009,8,217,2.4149733,1.3031961,2.2,0,0,0,0
2009,8,218,1.8129134,0.5185139,0,0,0,0,0
2009,8,219,1.447158,0.3802112,0.6,0,0,0,0
2009,8,220,1.5797836,0.39794,0,0,0,0,0
2009,8,221,2.7291648,0.5797836,0.9,0.22,0,0.32,0
2009,8,222,2.1172713,0.80618,0.5,0,0.22,0,0.32
2009,8,223,2.1271048,0.4149733,0.4,0,0,0.74,0
2009,8,224,2.5263393,0.7993405,1.5,0,0,0,0.74
2009,8,225,1.6232493,0.50515,0.2,0,0,0,0
2009,8,226,1.6434527,0.3222193,0,0,0,0,0
2009,8,227,1.5314789,0.3222193,0.1,0,0,0.05,0
2009,8,228,1.5910646,0.2787536,0,0,0,0,0.05
2009,8,229,2.4183013,0.4313638,0.1,0,0,0,0
2009,8,230,1.9822712,0.3617278,0.9,0,0,0,0
2009,8,231,2.2671717,0.8750613,0.5,0,0,0,0
2009,8,232,1.5797836,0.2304489,0.2,0.22,0,0.25,0
2009,8,233,2.2148438,0.6627578,1.9,0.67,0.22,0.35,0.25
2009,8,234,1.7993405,0.39794,0.7,0,0.67,0,0.35
2009,8,235,1.7242759,0.7993405,1.5,0.02,0,0,0
2009,8,236,1.4913617,0.3222193,0.9,0.02,0.02,0,0
2009,8,237,1.5314789,0.447158,0,0,0.02,0,0
2009,8,238,2.608526,0.462398,0.3,0,0,0,0
2009,8,239,1.7160033,0.4313638,1.2,0.02,0,0,0
2009,8,240,1.6627578,0.462398,0.6,0.25,0.02,0.13,0
2009,8,241,2.1583625,0.9822712,2,1.26,0.25,0.99,0.13
2009,8,242,1.8750613,1.2479733,1.2,0,1.26,0,0.99
2009,8,243,1.8976271,0.9956352,1.2,0.2,0,0.03,0
2009,9,244,1.5563025,0.7403627,0,0,0.2,0,0.03
2009,9,245,1.6627578,0.5797836,0.1,0,0,0,0
2009,9,246,1.4771213,0.4771213,0.1,0,0,0,0
2009,9,247,1.6627578,0.6127839,0.2,0,0,0,0
2009,9,248,1.8388491,0.2552725,0,0,0,0,0
2009,9,249,1.5797836,0.447158,0.1,0,0,0,0
2009,9,250,2.4983106,0.8808136,0.4,0,0,0,0
2009,9,251,2.209515,0.20412,0.2,0.95,0,1.15,0
2009,9,252,2.7671559,0.6127839,0.2,0,0.95,0.08,1.15
2009,9,253,2.2355284,0.39794,0.2,0,0,0,0.08
2009,9,254,1.9344985,0.462398,0.2,0,0,0,0
2010,5,131,1.792391689,1.298853076,1.1,0,,,
2010,5,132,1.929418926,1.146128036,0.4,0.01,0,,
2010,5,133,1.880813592,1.245512668,1.3,0.49,0.01,,
2010,5,134,1.716003344,0.832508913,0.29,0,0.49,,
2010,5,135,,,,0,0,,
2010,5,136,,,,,0,,
2010,5,137,,,,0,,,
2010,5,138,1.963787827,1.190331698,0.8,0,0,,
2010,5,139,2.836324116,1.51054501,1.3,0.4,0,,
2010,5,140,2.419955748,1.209515015,0.8,0.28,0.4,,
2010,5,141,1.755874856,0.752816431,0.4,0,0.28,,
2010,5,142,1.963787827,0.670245853,0.08,0,0,,
2010,5,143,1.897627091,0.485721426,0.17,0.01,0,,
2010,5,144,2.012837225,0.238046103,0.13,0.2,0.01,,
2010,5,145,1.51851394,0.428134794,0.08,0,0.2,,
2010,5,146,1.662757832,0.499687083,0.08,0,0,,
2010,5,147,2.089905111,0.619093331,0,0,0,,
2010,5,148,2.260071388,0.477121255,0,0,0,,
2010,5,149,2.725911632,1.161368002,1.6,0,0,,
2010,5,150,1.190331698,0.770852012,0.3,0,0,,
2010,5,151,1.352182518,0.707570176,0.4,0,0,,
2010,6,152,1.255272505,0.716003344,0.1,0,0,0,
2010,6,153,1.819543936,0.901458321,1.21,1.16,0,1.08,0
2010,6,154,1.255272505,0.544068044,0,0,1.16,0,1.08
2010,6,155,1.58546073,0.681693392,0,0.08,0,0.06,0
2010,6,156,1.69019608,0.488550717,0.33,0.02,0.08,0,0.06
2010,6,157,1.243038049,0.57054294,0.58,0,0.02,0.01,0
2010,6,158,3.311753861,1.387389826,3.5,0.73,0,0.59,0.01
2010,6,159,2.755112266,1.413299764,1.9,0.27,0.73,0.01,0.59
2010,6,160,2.141449773,1.103803721,0.5,0,0.27,0,0.01
2010,6,161,1.822821645,0.92788341,0.042,0.12,0,0,0
2010,6,162,1.484299839,0.847572659,0.75,0.53,0.12,0.04,0
2010,6,163,1.290034611,0.680335513,0,0,0.53,0,0.04
2010,6,164,1.423245874,0.658964843,0.46,0,0,0,0
2010,6,165,1.190331698,0.489958479,0.67,0.03,0,0.07,0
2010,6,166,1.84509804,0.748188027,0.12,0,0.03,0,0.07
2010,6,167,1.544068044,0.531478917,0.08,0.17,0,0,0
2010,6,168,1.352182518,1.437750563,1.6,0.05,0.17,0,0
2010,6,169,1.892094603,1.509202522,2.08,0,0.05,0,0
2010,6,170,1.342422681,0.806179974,0,0,0,0,0
2010,6,171,1.51851394,0.668385917,0.75,0,0,0.1,0
2010,6,172,1.113943352,0.707570176,0.63,0,0,0,0.1
2010,6,173,1.380211242,0.838849091,0.08,0,0,0,0
2010,6,174,1.113943352,0.462397998,0.5,0.42,0,0.39,0
2010,6,175,1,0.397940009,0.29,0,0.42,0,0.39
2010,6,176,1.949390007,0.924279286,1.7,0.07,0,0.08,0
2010,6,177,1.51851394,0.812913357,0.25,0,0.07,0.03,0.08
2010,6,178,0.954242509,0.568201724,0.15,0,0,0,0.03
2010,6,179,1.079181246,0.361727836,0.4,0,0,0.01,0
2010,6,180,2.133538908,0.71432976,0.66,0.54,0,0.01,0.01
2010,6,181,2.152288344,1.146128036,1.33,0.89,0.54,0,0.01
2010,7,182,1.995635195,1.113274692,1.63,0,0.89,0,0
2010,7,183,0.954242509,0.852479994,0.17,0,0,0,0
2010,7,184,1.380211242,0.919078092,0.3,0,0,0,0
2010,7,185,1.113943352,0.664641976,0.042,0,0,0.01,0
2010,7,186,1.447158031,0.767155866,0.17,0,0,0,0.01
2010,7,187,1.041392685,0.837588438,0.29,0,0,0,0
2010,7,188,1.568201724,0.613841822,0.17,0,0,0,0
2010,7,189,1.278753601,0.371067862,0.16,0,0,0,0
2010,7,190,0.954242509,0.481442629,0.08,0,0,0,0
2010,7,191,2.139879086,0.736396502,0.63,0,0,0,0
2010,7,192,1.278753601,0.51851394,1.1,0.64,0,0.08,0
2010,7,193,1.255272505,0.531478917,0.2,0,0.64,0,0.08
2010,7,194,2.155336037,0.618048097,0.13,0,0,0,0
2010,7,195,1.806179974,0.322219295,0,0.3,0,1.08,0
2010,7,196,2.423245874,0.716003344,1.5,0,0.3,0,1.08
2010,7,197,1.361727836,0.509202522,0,,0,0.05,0
2010,7,198,2.434568904,1.161368002,1.8,0,,0,0.05
2010,7,199,1.929418926,0.999565488,0.33,0,0,0,0
2010,7,200,1.591064607,0.942999593,0.42,0.07,0,0.41,0
2010,7,201,2.037426498,0.656098202,1.75,0,0.07,0,0.41
2010,7,202,1.176091259,0.537819095,0.21,0.01,0,0.18,0
2010,7,203,1.414973348,0.752048448,1.05,0,0.01,0,0.18
2010,7,204,1.568201724,0.879669206,0.7,,0,0,0
2010,7,205,1.531478917,1.025305865,1.2,,,0.13,0
2010,7,206,1.806179974,1.049218023,0.9,0.96,,0.51,0.13
2010,7,207,1.431363764,0.894869657,0.8,0.58,0.96,0.04,0.51
2010,7,208,1.681241237,0.763427994,1,0.14,0.58,0.01,0.04
2010,7,209,1.462397998,0.462397998,0,0,0.14,0,0.01
2010,7,210,1.255272505,0.414973348,0.4,0,0,0,0
2010,7,211,2.206825876,1.555094449,2.1,0.56,0,0.34,0
2010,7,212,1.361727836,0.939519253,0.4,0,0.56,0,0.34
2010,8,213,1.041392685,0.568201724,0,0,0,0,0
2010,8,214,1.113943352,0.561101384,0.2,0,0,0,0
2010,8,215,1.230448921,0.756636108,0.1,0,0,0,0
2010,8,216,1.477121255,0.740362689,0.3,0,0,0,0
2010,8,217,1.716003344,0.505149978,0,0.05,0,0.02,0
2010,8,218,2.491361694,0.857332496,1.5,0.88,0.05,0.14,0.02
2010,8,219,2.40654018,1.392696953,1.5,0.01,0.88,0.01,0.14
2010,8,220,1.431363764,0.961895474,0.9,0.59,0.01,0,0.01
2010,8,221,1.342422681,0.612783857,0.3,0,0.59,0,0
2010,8,222,2.322219295,0.612783857,0.3,0,0,0,0
2010,8,223,1.380211242,0.51851394,0.3,0,0,0,0
2010,8,224,1.301029996,0.474216264,0,0,0,0,0
2010,8,225,2.509202522,0.750508395,0.17,0.7,0,0.16,0
2010,8,226,2.230448921,0.812913357,0.42,,0.7,0,0.16
2010,8,227,1.447158031,0.738780558,0.17,0,,N/a,0
2010,8,228,2.053078443,0.514547753,0.42,0.34,0,0,N/a
2010,8,229,3.097951071,1.559906625,3.02,0,0.34,0,0
2010,8,230,1.568201724,1.086359831,1.3,0,0,0,0
2010,8,231,1.397940009,0.683947131,0.29,0,0,0,0
2010,8,232,1.113943352,0.5132176,0.08,0,0,0,0
2010,8,233,2.72916479,0.598790507,0.88,0,0,0,0
2010,8,234,1.278753601,0.657055853,0.21,0,0,0,0
2010,8,235,3.685741739,1.305351369,2.1,0.84,0,3.33,0
2010,8,236,2.411619706,1.509202522,2.75,0.04,0.84,0,3.33
2010,8,237,1.792391689,0.748188027,0.54,0.01,0.04,0.01,0
2010,8,238,1.462397998,0.380211242,0.4,0,0.01,0,0.01
2010,8,239,1.913813852,1.247973266,2.75,0,0,0,0
2010,8,240,1.447158031,0.851258349,0.4,0,0,0,0
2010,8,241,0.602059991,0.565847819,0,0,0,0,0
2010,8,242,1.322219295,0.651278014,0.083,0,0,0,0
2010,8,243,1.447158031,0.621176282,0.083,0,0,0,0
2010,9,244,,0.599883072,0,0,0,0,0
2010,9,245,,0.481442629,0.29,0,0,0,0
2010,9,246,,0.521138084,0.5,0,0,0,0
2010,9,247,1.230448921,0.411619706,0.46,0,0,0,0
2010,9,248,2.419955748,1.604226053,3.5,0.27,0,0.22,0
2010,9,249,2.225309282,1.58546073,1.6,0,0.27,0.13,0.22
2010,9,250,,0.907948522,0.3,0,0,0,0.13
2010,9,251,1.612783857,0.721810615,0.13,0,0,0,0
2010,9,252,2.411619706,1.439332694,1.54,,0,0.08,0
2010,9,253,1.949390007,1.447158031,1.84,,,0,0.08
2010,9,254,1.770852012,1.342422681,1.6,,,0,0
2010,9,255,,,,,,0,0
2010,9,256,,,,,,0.19,0
2010,9,257,2.017033339,1.012837225,0.9,,,0.01,0.19
2010,9,258,2.322219295,1.041392685,0.7,,,0,0.01
2010,9,259,1.568201724,1.170261715,1.7,,,0,0
2010,9,260,1.72427587,0.686636269,0.1,,,0.03,0
